StudentID,DOB,Bid Data,Cloud Computing,Programming paradigms,Reconfigurable computing,Total,Result
940560,14-07-2004,19,54,6,32,111,Fail
118405,17-02-2006,14,36,55,7,112,Fail
813356,30-08-2006,18,13,37,19,87,Fail
762974,03-12-2004,33,77,5,62,177,Fail
200825,03-09-2001,28,78,48,20,174,Fail
130431,25-02-2007,45,34,49,40,168,Fail
205853,27-10-2002,83,11,16,73,183,Fail
750325,23-06-2000,68,96,33,12,209,Fail
206583,29-05-2006,12,85,68,6,171,Fail
263825,29-11-2003,14,45,52,51,162,Fail
994011,16-01-2004,89,64,82,75,310,Pass
440724,09-03-2006,100,4,92,12,208,Fail
380417,22-03-2006,27,60,49,0,136,Fail
644975,02-12-2005,73,68,4,52,197,Fail
337445,15-12-1999,71,29,85,13,198,Fail
579560,21-07-2006,89,24,70,16,199,Fail
807910,16-09-1999,79,71,38,83,271,Pass
927581,17-05-2004,63,24,69,52,208,Fail
226531,07-08-2001,68,20,61,20,169,Fail
582409,27-07-2000,31,67,97,88,283,Fail
326560,28-05-2007,31,85,61,64,241,Fail
560099,15-12-2005,94,13,29,63,199,Fail
845916,12-01-2003,96,80,79,7,262,Fail
681122,19-09-1999,74,15,52,41,182,Fail
306757,08-02-2006,6,44,38,31,119,Fail
361477,21-01-2005,11,5,17,10,43,Fail
545740,31-12-1999,81,87,50,96,314,Pass
981423,22-01-2003,7,55,3,9,74,Fail
240339,24-01-2006,57,60,70,28,215,Fail
812969,09-12-2005,10,36,78,71,195,Fail
896666,12-07-2003,31,11,16,17,75,Fail
240397,18-05-2005,90,17,49,77,233,Fail
832697,18-12-1999,68,37,64,46,215,Pass
897246,01-12-2006,32,10,19,80,141,Fail
374645,10-02-2004,53,4,49,11,117,Fail
949194,13-02-2001,53,34,52,15,154,Fail
186112,09-02-2001,24,71,70,83,248,Fail
915997,04-04-2003,9,65,5,25,104,Fail
776804,07-04-2004,74,91,18,12,195,Fail
641458,06-07-2006,43,8,62,80,193,Fail
955637,03-10-2000,81,94,39,0,214,Fail
826083,11-08-1999,53,41,71,91,256,Pass
707060,26-09-2003,9,12,78,46,145,Fail
482624,12-02-2007,98,96,76,95,365,Pass
535641,18-02-2003,35,44,50,91,220,Pass
887039,03-02-2006,25,36,63,14,138,Fail
650714,22-12-2002,10,11,25,90,136,Fail
554264,27-01-2003,30,59,0,42,131,Fail
510559,02-11-2006,61,21,17,21,120,Fail
299406,23-10-1999,72,81,83,89,325,Pass
818368,24-11-2005,91,3,16,55,165,Fail
939765,09-05-2001,39,8,25,52,124,Fail
955467,18-06-2002,66,88,75,56,285,Pass
687691,10-04-2001,64,67,73,47,251,Pass
611120,15-11-1999,54,86,41,45,226,Pass
637626,16-01-2007,43,48,94,9,194,Fail
153080,24-02-2006,88,100,57,93,338,Pass
811988,16-01-2002,54,63,35,27,179,Fail
875552,25-11-2005,53,25,59,16,153,Fail
470849,13-06-2001,42,99,33,100,274,Fail
322774,30-07-2005,80,43,15,4,142,Fail
812964,19-08-2002,96,43,64,89,292,Pass
526393,22-03-2001,79,55,12,17,163,Fail
917376,24-07-2000,65,72,3,20,160,Fail
205547,05-07-2003,57,78,10,92,237,Fail
103765,01-10-2000,38,9,25,5,77,Fail
941154,31-05-2001,43,71,55,56,225,Pass
192967,23-01-2003,14,65,36,31,146,Fail
772037,26-05-2002,6,84,95,59,244,Fail
762898,11-01-2002,80,43,71,10,204,Fail
703138,22-08-2005,42,45,16,10,113,Fail
732325,06-01-2006,91,22,60,24,197,Fail
564385,12-12-2003,67,86,15,71,239,Fail
441563,06-01-2005,11,35,8,8,62,Fail
113261,21-05-2003,38,15,97,59,209,Fail
604870,15-06-2007,52,28,59,7,146,Fail
871555,16-06-2001,87,89,58,27,261,Fail
781528,06-10-2000,90,93,59,43,285,Pass
841327,18-08-2003,43,38,53,14,148,Fail
370401,14-04-2003,24,79,28,20,151,Fail
663084,12-08-2000,35,76,36,92,239,Pass
447972,20-01-2001,70,36,99,14,219,Fail
619926,02-09-2004,56,9,39,0,104,Fail
318387,17-09-2003,85,7,48,1,141,Fail
903160,11-04-2000,39,36,0,48,123,Fail
544342,13-09-2003,76,13,17,7,113,Fail
304986,04-02-2007,69,29,71,91,260,Fail
921492,16-03-2004,16,76,49,41,182,Fail
477689,23-01-2003,38,54,53,73,218,Pass
938148,07-10-2004,3,95,91,51,240,Fail
403216,18-01-2001,69,84,83,99,335,Pass
967118,27-04-2006,99,29,50,8,186,Fail
201460,14-11-2004,0,51,6,87,144,Fail
481906,18-03-2005,80,29,54,43,206,Fail
318770,14-02-2004,61,38,74,62,235,Pass
723020,01-12-2005,8,90,33,91,222,Fail
137830,24-04-2004,89,65,45,86,285,Pass
784986,26-10-2002,82,90,26,85,283,Fail
637441,07-07-2003,15,59,81,84,239,Fail
307788,25-09-2005,38,78,58,98,272,Pass
227810,10-07-1999,56,10,18,29,113,Fail
759720,21-08-2004,12,65,74,91,242,Fail
913079,24-12-1999,77,14,54,37,182,Fail
306742,05-09-2004,17,1,83,77,178,Fail
891629,17-11-2003,13,78,79,1,171,Fail
769649,14-01-2003,82,97,78,73,330,Pass
604443,22-02-2002,79,91,64,97,331,Pass
503314,29-09-2001,42,33,79,63,217,Fail
695874,02-12-2005,42,2,50,49,143,Fail
339404,17-01-2000,23,30,55,8,116,Fail
304646,10-10-2000,78,62,29,91,260,Fail
313270,02-12-2003,58,39,72,21,190,Fail
503925,19-03-2007,71,62,72,53,258,Pass
690784,10-11-2002,29,34,16,99,178,Fail
538522,08-06-2005,13,7,2,95,117,Fail
939835,04-06-2001,98,18,84,14,214,Fail
634615,21-01-2004,78,54,28,33,193,Fail
224471,19-07-2000,42,47,2,40,131,Fail
555608,21-06-2001,96,8,54,25,183,Fail
968449,24-06-2002,43,92,5,52,192,Fail
410339,14-09-1999,50,91,7,26,174,Fail
778482,30-07-2000,8,89,16,33,146,Fail
290488,12-02-2002,44,42,11,57,154,Fail
508806,07-12-2000,72,43,55,78,248,Pass
579061,21-09-2005,79,17,12,16,124,Fail
498199,27-09-2005,36,99,63,54,252,Pass
533403,03-07-2004,18,37,84,44,183,Fail
480596,26-09-2003,35,74,85,89,283,Pass
126451,27-03-2006,4,81,21,55,161,Fail
797819,31-07-2006,28,75,8,27,138,Fail
248007,01-05-2003,44,26,14,93,177,Fail
572499,19-07-2003,24,49,55,12,140,Fail
475951,28-04-2002,81,18,18,14,131,Fail
551156,20-03-2003,59,83,47,21,210,Fail
151590,30-08-1999,2,46,31,86,165,Fail
699702,01-06-2007,49,70,72,91,282,Pass
297866,26-04-2000,15,92,32,48,187,Fail
557010,16-10-2001,89,41,28,59,217,Fail
317639,06-09-2001,25,39,31,51,146,Fail
707456,24-06-2005,94,19,55,68,236,Fail
274873,16-11-2006,23,17,92,36,168,Fail
403323,09-06-2003,55,27,37,83,202,Fail
141892,07-10-2006,94,22,45,53,214,Fail
577473,08-09-2006,92,93,61,45,291,Pass
664567,08-12-2006,65,67,90,30,252,Fail
616284,11-10-2001,77,88,71,82,318,Pass
656093,28-04-2000,34,27,16,74,151,Fail
175483,13-09-2003,39,9,27,39,114,Fail
859587,01-12-2000,89,4,24,6,123,Fail
515785,18-12-2004,82,26,94,51,253,Fail
416897,04-09-2005,62,100,98,16,276,Fail
408767,29-09-2002,79,77,95,33,284,Fail
983016,09-05-2001,55,55,45,75,230,Pass
759551,06-12-2004,99,29,12,52,192,Fail
943287,05-08-2003,33,22,83,96,234,Fail
617516,19-02-2004,34,80,93,57,264,Fail
218388,28-01-2002,59,3,30,67,159,Fail
936701,20-06-2004,83,0,80,49,212,Fail
604396,22-06-2003,74,62,19,47,202,Fail
968952,01-09-1999,64,1,6,26,97,Fail
239771,26-01-2005,83,87,34,15,219,Fail
899022,06-03-2004,31,76,21,11,139,Fail
463609,14-04-2002,19,34,54,38,145,Fail
545588,13-09-2004,72,87,35,48,242,Pass
295211,01-02-2002,82,96,33,27,238,Fail
275928,10-02-2000,54,24,37,56,171,Fail
761711,09-04-2007,14,58,27,1,100,Fail
288068,27-01-2001,91,81,62,71,305,Pass
503378,23-07-2005,83,99,99,12,293,Fail
548129,14-09-2006,68,81,97,16,262,Fail
333246,09-01-2006,56,93,32,77,258,Fail
985173,28-11-2006,83,14,82,18,197,Fail
243347,19-11-2004,75,6,80,43,204,Fail
551445,16-06-2007,53,82,37,9,181,Fail
311507,06-12-2000,84,18,36,71,209,Fail
987438,07-11-2006,46,5,98,63,212,Fail
647480,17-02-2004,22,24,13,57,116,Fail
346718,26-10-1999,6,96,34,23,159,Fail
869474,05-10-2005,63,21,17,100,201,Fail
792362,31-10-2000,92,62,76,41,271,Pass
238359,03-06-2007,24,35,49,23,131,Fail
348811,12-11-2000,54,75,4,55,188,Fail
951576,22-04-2004,26,20,80,1,127,Fail
668906,26-06-2000,99,43,7,99,248,Fail
410479,08-02-2002,37,70,25,70,202,Fail
591636,20-01-2006,45,54,44,92,235,Pass
833839,08-02-2002,26,16,49,42,133,Fail
588698,21-04-2002,37,51,45,84,217,Pass
567321,14-03-2001,86,80,7,83,256,Fail
764872,12-12-2000,32,69,12,9,122,Fail
541126,19-10-1999,34,87,92,96,309,Fail
435441,27-02-2001,79,22,91,87,279,Fail
856541,07-06-2002,93,53,48,53,247,Pass
914120,01-07-2002,71,9,78,35,193,Fail
336490,18-02-2000,36,10,23,1,70,Fail
574323,30-04-2000,69,80,44,94,287,Pass
435133,28-06-2007,73,93,69,64,299,Pass
551636,25-10-2006,99,3,87,27,216,Fail
741111,16-10-2000,59,97,88,34,278,Fail
745880,19-12-2005,67,78,48,60,253,Pass
746046,17-01-2004,80,56,26,71,233,Fail
973428,08-10-2003,94,96,64,24,278,Fail
653728,05-09-2002,89,69,94,94,346,Pass
218631,09-07-2002,19,71,31,40,161,Fail
157085,23-05-2000,50,92,32,58,232,Fail
106630,30-08-2001,41,21,32,49,143,Fail
170853,22-10-2004,66,64,33,76,239,Fail
219339,27-01-2000,78,52,40,46,216,Pass
772778,16-05-2007,60,57,50,16,183,Fail
615691,03-12-2001,12,50,23,50,135,Fail
213473,08-03-2002,16,44,0,21,81,Fail
339754,13-09-2001,93,41,45,88,267,Pass
712439,06-06-2006,48,69,0,2,119,Fail
304331,01-01-2005,34,74,1,74,183,Fail
762702,09-02-2003,3,38,72,77,190,Fail
764185,22-06-2004,81,89,60,40,270,Pass
338223,20-09-2005,38,57,19,33,147,Fail
946913,15-03-2001,93,47,73,2,215,Fail
114670,19-10-2005,53,58,71,99,281,Pass
723503,11-04-2000,42,65,54,48,209,Pass
122230,21-04-2000,26,24,34,91,175,Fail
508339,07-02-2005,62,29,65,42,198,Fail
248417,09-12-2001,50,2,66,2,120,Fail
299191,04-03-2002,37,13,24,8,82,Fail
552213,03-11-1999,57,82,34,83,256,Fail
535836,19-08-2000,97,41,89,45,272,Pass
830611,11-01-2000,38,43,69,54,204,Pass
844241,15-12-1999,31,26,62,8,127,Fail
943064,21-07-2006,12,24,85,13,134,Fail
893537,14-05-2007,44,44,90,58,236,Pass
499093,09-05-2005,29,94,35,56,214,Fail
657921,22-02-2005,74,83,77,76,310,Pass
802031,17-07-2005,36,60,5,77,178,Fail
847986,30-11-2000,95,77,19,56,247,Fail
928402,21-07-2001,5,56,3,81,145,Fail
566761,06-02-2004,45,82,3,100,230,Fail
408819,28-06-2005,28,56,95,58,237,Fail
245783,29-08-2004,27,88,97,55,267,Fail
158818,01-10-1999,98,64,51,78,291,Pass
636828,19-11-1999,76,28,6,90,200,Fail
746668,24-01-2001,31,24,26,46,127,Fail
690935,28-01-2006,5,86,99,40,230,Fail
890603,26-12-2000,65,88,91,49,293,Pass
380089,18-08-2006,22,66,68,55,211,Fail
524500,27-07-2005,41,94,19,40,194,Fail
308067,18-06-2000,9,54,33,92,188,Fail
495445,18-03-2003,99,88,95,25,307,Fail
965927,27-05-2007,75,64,99,82,320,Pass
576375,10-06-2001,81,54,3,88,226,Fail
512708,12-05-2001,40,31,43,65,179,Fail
991274,09-04-2007,3,29,10,28,70,Fail
500004,06-10-2006,85,73,0,95,253,Fail
859329,08-12-2000,87,38,9,86,220,Fail
933638,23-07-1999,22,33,30,90,175,Fail
617960,24-10-2002,60,41,9,5,115,Fail
340335,18-01-2004,94,87,85,53,319,Pass
423754,04-06-2001,43,47,70,74,234,Pass
715841,18-09-2000,46,71,9,0,126,Fail
753414,29-10-1999,26,7,10,52,95,Fail
224188,03-08-2004,97,76,77,30,280,Fail
510252,11-12-2000,79,9,100,46,234,Fail
918740,30-07-2000,40,20,74,25,159,Fail
793474,24-12-2003,46,25,27,10,108,Fail
988442,08-12-2002,75,18,22,46,161,Fail
772485,12-11-2003,84,33,100,5,222,Fail
276059,04-08-2005,82,94,60,20,256,Fail
159077,30-03-2007,2,23,89,99,213,Fail
961186,16-05-2006,62,62,76,8,208,Fail
585594,07-02-2001,70,54,26,4,154,Fail
807386,08-08-2005,72,65,24,21,182,Fail
639261,18-04-2005,61,100,7,75,243,Fail
802635,13-08-2005,54,0,26,69,149,Fail
212508,05-11-2006,42,63,58,54,217,Pass
566579,30-04-2004,67,24,11,9,111,Fail
275244,21-08-2004,7,4,70,70,151,Fail
606763,18-02-2006,8,78,28,53,167,Fail
828852,07-05-2006,95,63,80,82,320,Pass
282486,02-04-2003,4,30,0,10,44,Fail
383661,13-10-2003,70,24,62,11,167,Fail
850611,27-12-2006,53,50,40,27,170,Fail
784684,20-10-2000,30,100,70,86,286,Fail
266917,29-07-1999,23,40,34,92,189,Fail
257985,26-11-2006,89,61,35,88,273,Pass
980498,12-03-2006,84,81,85,8,258,Fail
498878,17-03-2000,92,99,47,57,295,Pass
591020,11-04-2003,87,50,73,14,224,Fail
278870,25-10-2000,88,2,68,14,172,Fail
194048,20-01-2007,91,18,79,56,244,Fail
105458,16-08-2006,24,48,24,87,183,Fail
467106,30-06-2006,39,9,89,37,174,Fail
987867,18-03-2003,30,37,79,67,213,Fail
968778,07-03-2004,44,5,82,1,132,Fail
690631,24-01-2000,2,32,33,32,99,Fail
297819,21-01-2006,92,29,57,89,267,Fail
801706,16-08-1999,27,77,26,50,180,Fail
794545,22-02-2000,2,24,97,35,158,Fail
706242,23-08-1999,9,15,57,62,143,Fail
194325,13-03-2005,62,70,60,18,210,Fail
767136,30-10-1999,29,95,97,26,247,Fail
391066,17-05-2006,33,9,72,89,203,Fail
520569,13-04-2003,94,29,17,46,186,Fail
347148,14-08-2000,15,34,53,10,112,Fail
952152,29-09-2003,64,28,23,55,170,Fail
537423,25-05-2007,16,49,31,11,107,Fail
697288,05-01-2003,19,70,23,5,117,Fail
825366,24-08-2003,3,70,85,21,179,Fail
248408,28-09-2006,84,0,63,56,203,Fail
590990,29-11-2004,52,6,3,49,110,Fail
822078,17-04-2006,79,43,31,17,170,Fail
905441,22-01-2005,49,79,25,79,232,Fail
103994,18-05-2004,87,97,9,58,251,Fail
734738,02-12-2006,27,27,8,16,78,Fail
342055,27-04-2000,49,81,57,92,279,Pass
642162,22-04-2005,2,38,20,39,99,Fail
243564,30-01-2006,21,39,62,60,182,Fail
645041,13-05-2007,34,73,54,5,166,Fail
511067,04-04-2007,12,14,77,75,178,Fail
483276,18-04-2001,2,81,90,90,263,Fail
640454,02-12-2001,54,11,67,7,139,Fail
726056,01-06-2004,88,43,76,31,238,Fail
602685,02-05-2005,17,68,21,37,143,Fail
608194,05-05-2000,31,45,77,50,203,Fail
504421,29-05-2002,52,66,74,72,264,Pass
691256,14-09-2003,9,90,57,87,243,Fail
855495,28-09-2005,0,34,86,19,139,Fail
625820,19-09-2006,44,85,19,40,188,Fail
503129,07-04-2001,62,99,64,52,277,Pass
864542,27-08-2006,2,98,78,5,183,Fail
193907,27-07-2000,92,66,91,1,250,Fail
902241,25-06-2007,49,90,54,96,289,Pass
654186,12-04-2003,1,4,85,4,94,Fail
112359,04-03-2007,1,15,99,87,202,Fail
374880,04-08-2003,30,13,14,23,80,Fail
165898,05-07-2004,52,40,38,90,220,Pass
141669,13-01-2003,98,27,54,94,273,Fail
296767,29-09-2001,93,81,12,91,277,Fail
220772,22-02-2003,74,72,88,80,314,Pass
162403,28-02-2003,61,34,89,93,277,Fail
104118,01-04-2002,2,32,80,24,138,Fail
312800,25-03-2007,82,53,72,46,253,Pass
778867,10-06-2000,40,0,33,19,92,Fail
140640,26-02-2007,70,19,88,1,178,Fail
675355,18-01-2005,12,8,0,44,64,Fail
233455,21-04-2001,17,89,17,10,133,Fail
672306,31-07-2000,95,31,64,43,233,Fail
800604,19-07-2002,52,91,46,98,287,Pass
976818,05-09-2000,7,37,2,56,102,Fail
368375,04-07-2005,78,83,82,33,276,Fail
819365,19-10-2002,58,23,63,28,172,Fail
863061,01-07-2005,47,44,21,58,170,Fail
152047,08-12-2002,45,61,43,10,159,Fail
550356,19-01-2006,87,45,1,72,205,Fail
785063,15-11-2002,73,13,50,62,198,Fail
738008,02-08-2002,47,94,26,66,233,Fail
772513,21-07-2006,83,43,82,37,245,Pass
190289,03-01-2006,61,17,63,92,233,Fail
189053,01-10-2004,50,57,87,84,278,Pass
269707,18-02-2003,66,55,19,82,222,Fail
496192,27-04-2007,40,82,44,86,252,Pass
600473,17-09-2001,14,71,89,22,196,Fail
430524,30-05-2004,19,65,91,48,223,Fail
141447,18-02-2000,100,33,34,57,224,Fail
226720,28-01-2005,21,98,64,7,190,Fail
255660,15-01-2007,71,7,52,39,169,Fail
842515,07-09-2001,81,78,83,58,300,Pass
413683,27-10-1999,91,85,17,89,282,Fail
364913,20-05-2003,28,0,20,63,111,Fail
596864,18-09-2005,94,25,4,9,132,Fail
692859,27-05-2004,67,58,57,20,202,Fail
948757,15-06-2000,33,6,75,64,178,Fail
811573,17-08-2006,45,82,13,80,220,Fail
784591,19-04-2002,41,60,98,2,201,Fail
512581,27-07-2002,14,26,1,20,61,Fail
329709,31-05-2004,95,13,9,27,144,Fail
238165,26-06-2005,18,45,32,89,184,Fail
409097,14-09-2001,86,49,95,84,314,Pass
621302,08-10-2005,45,45,17,10,117,Fail
270441,22-02-2004,63,96,2,50,211,Fail
355270,08-09-2003,10,25,24,68,127,Fail
468541,10-11-2002,14,74,33,74,195,Fail
963149,01-09-2005,32,3,92,67,194,Fail
224499,15-06-2002,38,4,37,67,146,Fail
854511,03-05-2005,82,78,58,92,310,Pass
274316,28-10-2001,63,36,19,75,193,Fail
151709,04-05-2002,95,47,22,87,251,Fail
683188,11-05-2005,26,35,72,29,162,Fail
617116,21-07-2005,17,25,42,13,97,Fail
278439,24-03-2004,44,1,51,87,183,Fail
676030,24-09-2005,89,86,42,54,271,Pass
288122,27-07-1999,39,69,77,88,273,Pass
893079,30-05-2004,18,52,97,61,228,Fail
120714,13-06-2001,3,87,71,47,208,Fail
705623,15-07-2006,50,24,47,33,154,Fail
342984,23-05-2003,20,46,44,66,176,Fail
514835,09-05-2003,59,95,92,70,316,Pass
944303,27-11-2004,1,85,53,56,195,Fail
517488,29-03-2006,13,98,7,57,175,Fail
300830,15-03-2000,4,88,64,96,252,Fail
786423,09-04-2001,58,41,27,78,204,Fail
315262,20-06-2007,30,50,3,66,149,Fail
236201,16-06-2004,71,91,39,38,239,Pass
688469,24-05-2006,9,60,62,77,208,Fail
953081,27-04-2000,89,37,21,47,194,Fail
722771,05-01-2003,52,86,71,84,293,Pass
784141,17-05-2006,44,42,99,62,247,Pass
830162,05-06-2003,22,97,6,93,218,Fail
663971,22-07-2004,95,48,39,42,224,Pass
743552,07-07-2002,69,30,12,54,165,Fail
232377,08-11-1999,39,25,49,4,117,Fail
545046,23-05-2004,41,92,40,64,237,Pass
129050,08-03-2007,5,7,99,40,151,Fail
875240,24-04-2003,35,2,99,60,196,Fail
660728,13-12-2006,74,16,17,55,162,Fail
363959,14-12-1999,47,63,66,93,269,Pass
324799,26-08-1999,6,10,2,79,97,Fail
927407,16-05-2006,97,86,58,39,280,Pass
559790,18-04-2003,75,76,19,4,174,Fail
586663,11-06-2004,63,47,32,50,192,Fail
445787,05-02-2007,52,84,67,26,229,Fail
109602,14-05-2002,57,49,70,84,260,Pass
740689,05-12-2001,3,46,67,48,164,Fail
